Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   1   10    9    2      0    9    6    4   213.487771    213.487766   0.000005    6400202.362     0.153     2.998
   0   18   10    8      1   17    9    8   213.540411    213.540456  -0.000045    6401780.470    -1.360     2.998
   1   14    8    6      0   13    5    8   213.601505    213.601431   0.000074    6403612.022     2.226     2.998
   1   18   10    8      0   17    9    8   213.611560    213.611543   0.000017    6403913.463     0.507     2.998
   0   19    9   10      1   18    8   10   213.639565    213.639481   0.000084    6404753.032     2.505     2.998
   1   16    7    9      1   15    6   10   213.649008    213.648889   0.000119    6405036.126     3.554     2.998
   0   16    7    9      0   15    6   10   213.656331    213.656259   0.000072    6405255.664     2.158     2.998
   1   19    9   10      0   18    8   10   213.748357    213.748392  -0.000035    6408014.534    -1.064     2.998
   1   13    2   11      1   12    1   12   213.804388    213.804366   0.000022    6409694.301     0.672     2.998
   0   13    2   11      0   12    1   12   213.863669    213.863595   0.000074    6411471.501     2.213     2.998
   0   13    3   11      0   12    0   12   213.866669    213.866849  -0.000180    6411561.438    -5.410     2.998
   0   14    7    7      1   13    4    9   214.203072    214.202978   0.000094    6421646.547     2.809     2.998
   1   14    7    7      0   13    4    9   214.389990    214.389918   0.000072    6427250.207     2.153     2.998
   0   18    5   13      1   17    4   13   214.769014    214.769011   0.000003    6438613.061     0.094     2.998
   0   18    5   13      1   17    4   13   214.769140    214.769011   0.000129    6438616.838     3.871     1.499
   0   18    6   13      1   17    5   13   214.841504    214.841487   0.000017    6440786.256     0.516     2.998
   0   10    7    3      1    9    2    7   214.913970    214.914006  -0.000036    6442958.732    -1.072     2.998
   1   18    5   13      0   17    4   13   214.934147    214.934204  -0.000057    6443563.624    -1.698     2.998
   0   10    7    4      0    9    2    7   214.996881    214.996893  -0.000012    6445444.342    -0.348     2.998
   1   18    6   13      0   17    5   13   215.006313    215.006241   0.000072    6445727.106     2.144     2.998
   1   10    7    4      1    9    2    7   215.022747    215.022861  -0.000114    6446219.785    -3.408    29.979
   0   19    8   11      1   18    7   11   215.174161    215.174057   0.000104    6450759.062     3.128     2.998
   1   10    7    3      0    9    2    7   215.227500    215.227501  -0.000001    6452358.125    -0.029     2.998
   1   19    8   11      0   18    7   11   215.292816    215.292820  -0.000004    6454316.250    -0.131     2.998
   0   18   10    9      1   17    9    9   215.938130    215.938144  -0.000014    6473662.277    -0.428     2.998
   1   18   10    9      0   17    9    9   216.003059    216.003039   0.000020    6475608.799     0.588     2.998
   0   17    8    9      0   16    7   10   216.102406    216.102428  -0.000022    6478587.147    -0.668     2.998
   1   14    4   10      1   13    3   11   216.186715    216.186720  -0.000005    6481114.668    -0.136     2.998
   0   14    4   10      0   13    3   11   216.224630    216.224655  -0.000025    6482251.331    -0.764     2.998
   0   18    4   14      1   17    3   14   216.424669    216.424686  -0.000017    6488248.349    -0.515     2.998
   0   18    5   14      1   17    4   14   216.429553    216.429565  -0.000012    6488394.768    -0.351     2.998
   0   12    6    7      1   11    3    9   216.493249    216.493274  -0.000025    6490304.326    -0.743     2.998
   1   14    5   10      1   13    2   11   216.553494    216.553482   0.000012    6492110.425     0.361     2.998
   0   14    5   10      0   13    2   11   216.592707    216.592685   0.000022    6493286.002     0.665     2.998
   1   18    4   14      0   17    3   14   216.627173    216.627201  -0.000028    6494319.266    -0.845     2.998
   1   18    5   14      0   17    4   14   216.632054    216.632044   0.000010    6494465.595     0.314     2.998
   1   12    6    7      0   11    3    9   216.726285    216.726282   0.000003    6497290.569     0.093     2.998
   0   12    8    5      1   11    5    7   216.875673    216.875633   0.000040    6501769.109     1.210     2.998
   0   12    8    4      0   11    5    7   217.033967    217.033950   0.000017    6506514.644     0.500     2.998
   1   12    8    5      0   11    5    7   217.161783    217.161718   0.000065    6510346.471     1.939     2.998
   0   10    6    4      1    9    1    8   217.257597    217.257623  -0.000026    6513218.902    -0.769     2.998
   0   17   12    5      1   16   11    5   217.261648    217.261636   0.000012    6513340.348     0.353     2.998
   0   17   12    6      1   16   11    6   217.263248    217.263256  -0.000008    6513388.315    -0.249     2.998
   1   17   12    5      1   16   11    6   217.327610    217.327636  -0.000026    6515317.839    -0.788     2.998
   0   17   12    6      0   16   11    5   217.336013    217.336016  -0.000003    6515569.755    -0.081     2.998
   0   18   10    8      0   17    9    9   217.361022    217.361102  -0.000080    6516319.506    -2.392     2.998
   1   17   12    5      0   16   11    5   217.400469    217.400396   0.000073    6517502.097     2.197     2.998
   1   17   12    6      0   16   11    6   217.402021    217.401998   0.000023    6517548.625     0.679     2.998
   1   10    6    4      0    9    1    8   217.514977    217.514933   0.000044    6520934.961     1.334     2.998
   0   11    3    8      1   10    0   10   217.708600    217.708558   0.000042    6526739.632     1.253     2.998
   0   16   14    3      1   15   13    3   217.759320    217.759416  -0.000096    6528260.180    -2.871     1.499
   0   16   14    2      1   15   13    2   217.759320    217.759416  -0.000096    6528260.180    -2.871     1.499
   0   16   14    3      1   15   13    3   217.759384    217.759416  -0.000032    6528262.098    -0.952     2.998
   0   16   14    2      1   15   13    2   217.759384    217.759416  -0.000032    6528262.098    -0.952     2.998
   0   18    3   15      1   17    2   15   217.801570    217.801565   0.000005    6529526.803     0.145     1.499
   0   18    4   15      1   17    3   15   217.801570    217.801565   0.000005    6529526.803     0.145     1.499
   0   18    4   15      1   17    3   15   217.801586    217.801565   0.000021    6529527.282     0.624     2.998
   0   18    3   15      1   17    2   15   217.801586    217.801565   0.000021    6529527.282     0.624     2.998
   1   16   14    2      0   15   13    2   217.869105*** 217.869265  -0.000160    6531551.451    -4.805     1.499
   1   16   14    3      0   15   13    3   217.869105*** 217.869265  -0.000160    6531551.451    -4.805     1.499
   1   16   14    3      0   15   13    3   217.869120    217.869265  -0.000145    6531551.901    -4.356     2.998
   1   16   14    2      0   15   13    2   217.869120    217.869265  -0.000145    6531551.901    -4.356     2.998
   1   11    3    8      0   10    0   10   218.022007    218.021950   0.000057    6536135.338     1.712     2.998
   1   18    3   15      0   17    2   15   218.056906    218.056824   0.000082    6537181.583     2.472     2.998
   1   18    4   15      0   17    3   15   218.056906    218.056824   0.000082    6537181.583     2.472     2.998
   0   11    4    8      1   10    1   10   218.269849    218.269866  -0.000017    6543565.454    -0.521     2.998
   1   11    4    8      0   10    1   10   218.581614    218.581522   0.000092    6552911.933     2.746     2.998
   0   18    2   16      1   17    1   16   219.028953    219.028949   0.000004    6566322.819     0.107     2.998
   0   18    3   16      1   17    2   16   219.028953    219.028949   0.000004    6566322.819     0.107     2.998
   1   18    2   16      0   17    1   16   219.357641    219.357670  -0.000029    6576176.638    -0.881     2.998
   1   18    3   16      0   17    2   16   219.357641    219.357670  -0.000029    6576176.638    -0.881     2.998
   1   15    7    9      1   14    4   10   219.672842    219.672887  -0.000045    6585626.126    -1.352     2.998
   0   15    7    9      0   14    4   10   219.703422    219.703422   0.000000    6586542.891    -0.006     2.998
   0   11    9    2      1   10    6    4   219.907102    219.907022   0.000080    6592649.064     2.412     2.998
   1   20   10   11      1   19    9   10   220.058517    220.058658  -0.000141    6597188.372    -4.216     2.998
   1   11    9    2      0   10    6    4   220.104583    220.104541   0.000042    6598569.395     1.267     2.998
   0   18    1   17      1   17    0   17   220.164209    220.164175   0.000034    6600356.938     1.017     2.998
   0   18    2   17      1   17    1   17   220.164209    220.164175   0.000034    6600356.938     1.017     2.998
   0   18   11    7      1   17   10    7   220.444405    220.444290   0.000115    6608757.003     3.440     2.998
   0   18   11    8      0   17   10    7   220.458699    220.458596   0.000103    6609185.526     3.078     2.998
   0   19   10    9      1   18    9    9   220.477187    220.477115   0.000072    6609739.782     2.159     2.998
   1   19   10    9      0   18    9    9   220.552882    220.552818   0.000064    6612009.061     1.905     2.998
   1   15    8    8      1   14    5    9   220.562719    220.562787  -0.000068    6612303.967    -2.026     2.998
   1   18   11    8      1   17   10    7   220.591471    220.591545  -0.000074    6613165.930    -2.213     2.998
   1   18    2   17      0   17    1   17   220.595398    220.595395   0.000003    6613283.659     0.078     2.998
   1   18    1   17      0   17    0   17   220.595398    220.595395   0.000003    6613283.659     0.078     2.998
   0   15    8    8      0   14    5    9   220.601184    220.601214  -0.000030    6613457.119    -0.885     2.998
   1   18   11    7      0   17   10    7   220.628566    220.628541   0.000025    6614278.011     0.761     2.998
   0   18   11    8      1   17   10    8   220.928234    220.928177   0.000057    6623261.831     1.711     2.998
   0   18   11    7      0   17   10    8   220.964361    220.964298   0.000063    6624344.891     1.900     2.998
   0   19    7   12      1   18    6   12   221.087684    221.087575   0.000109    6628042.022     3.266     2.998
   1   18   11    7      1   17   10    8   221.097935    221.098121  -0.000186    6628349.339    -5.583     2.998
   1   18   11    8      0   17   10    8   221.111505    221.111552  -0.000047    6628756.158    -1.415     2.998
   1   19    7   12      0   18    6   12   221.206373    221.206351   0.000022    6631600.229     0.662     2.998
   0   11    9    3      1   10    6    5   221.550903    221.550853   0.000050    6641928.978     1.490     2.998
   0   11    9    2      0   10    6    5   221.646632    221.646599   0.000033    6644798.861     0.985     2.998
   1   11    9    2      1   10    6    5   221.651589    221.651764  -0.000175    6644947.469    -5.245     2.998
   1   11    9    3      0   10    6    5   221.746595    221.746502   0.000093    6647795.677     2.799     2.998
   0   17   13    5      1   16   12    5   222.141360    222.141323   0.000037    6659630.434     1.098     2.998
   0   17   13    4      1   16   12    4   222.141360    222.141323   0.000037    6659630.434     1.098     2.998
   0   16   15    1      1   15   14    1   222.167497    222.167463   0.000034    6660414.001     1.026     2.998
   0   16   15    2      1   15   14    2   222.167497    222.167463   0.000034    6660414.001     1.026     2.998
   1   17   13    5      0   16   12    5   222.263358    222.263384  -0.000026    6663287.842    -0.793     2.998
   1   16   15    2      0   15   14    2   222.263358    222.263384  -0.000026    6663287.842    -0.793     2.998
   1   17   13    4      0   16   12    4   222.263358    222.263378  -0.000020    6663287.845    -0.611     2.998
   1   16   15    1      0   15   14    1   222.263358    222.263378  -0.000020    6663287.845    -0.611     2.998
   0   19    9   11      1   18    8   11   222.854557    222.854575  -0.000018    6681011.542    -0.552     2.998
   1   19    9   11      0   18    8   11   222.943169    222.943097   0.000072    6683668.063     2.163     2.998
   0   19    8   12      1   18    7   12   223.268573    223.268449   0.000124    6693423.429     3.708     2.998
   1   19    8   12      0   18    7   12   223.377458    223.377487  -0.000029    6696687.720    -0.855     2.998
   0   20    9   11      1   19    8   11   223.791261    223.791207   0.000054    6709093.221     1.633     2.998
   1   14    3   11      1   13    2   12   223.860362    223.860397  -0.000035    6711164.817    -1.053     2.998
   1   14    4   11      1   13    1   12   223.884536    223.884527   0.000009    6711889.536     0.257     2.998
   1   20    9   11      0   19    8   11   223.894301    223.894214   0.000087    6712182.283     2.595     2.998
   0   14    3   11      0   13    2   12   223.910891    223.910908  -0.000017    6712679.639    -0.513     2.998
   0   14    4   11      0   13    1   12   223.935030    223.935151  -0.000121    6713403.308    -3.624     2.998
   1   15    5   10      1   14    4   11   224.411792    224.411798  -0.000006    6727696.273    -0.180     2.998
   0   15    5   10      0   14    4   11   224.441029    224.441063  -0.000034    6728572.776    -1.015     2.998
   0   15    8    7      1   14    5    9   224.570659    224.570625   0.000034    6732458.986     1.013     2.998
   0   19    6   13      1   18    5   13   224.700203    224.700191   0.000012    6736342.617     0.360     2.998
   1   15    8    7      0   14    5    9   224.726491    224.726446   0.000045    6737130.711     1.357     2.998
   1   19    6   13      0   18    5   13   224.832267    224.832269  -0.000002    6740301.796    -0.052     2.998
   0   19    7   13      1   18    6   13   225.004148    225.004142   0.000006    6745454.659     0.194     2.998
   0   19   10   10      1   18    9   10   225.110301    225.110311  -0.000010    6748637.046    -0.313     2.998
   1   19    7   13      0   18    6   13   225.134632    225.134593   0.000039    6749366.471     1.173     2.998
   1   19   10   10      0   18    9   10   225.174526    225.174485   0.000041    6750562.463     1.242     2.998
   0   12    4    8      1   11    1   10   225.230456    225.230452   0.000004    6752239.202     0.122     2.998
   1   12    4    8      0   11    1   10   225.505754    225.505744   0.000010    6760492.428     0.301     2.998
   0   12    9    3      1   11    6    5   225.583523    225.583488   0.000035    6762823.884     1.050     2.998
   0   12    9    4      0   11    6    5   225.678867    225.678818   0.000049    6765682.226     1.454     2.998
   1   12    9    4      1   11    6    5   225.678867    225.678818   0.000049    6765682.226     1.454     2.998
   1   12    9    3      0   11    6    5   225.780676    225.780610   0.000066    6768734.383     1.990     2.998
   1   15    6   10      1   14    3   11   225.878866    225.878868  -0.000002    6771678.045    -0.057     2.998
   0   15    6   10      0   14    3   11   225.912283    225.912283   0.000000    6772679.861    -0.005     2.998
   0   18   12    6      1   17   11    6   226.047041    226.046885   0.000156    6776719.805     4.687     2.998
   0   18   12    7      1   17   11    7   226.052868    226.052712   0.000156    6776894.494     4.669     2.998
   1   18   12    7      1   17   11    6   226.109793    226.109852  -0.000059    6778601.062    -1.770     2.998
   1   18   12    6      1   17   11    7   226.116505    226.116434   0.000071    6778802.283     2.117     2.998
   0   18   12    7      0   17   11    6   226.128907    226.128777   0.000130    6779174.085     3.903     2.998
   0   18   12    6      0   17   11    7   226.135408    226.135289   0.000119    6779368.981     3.575     2.998
   1   18   12    6      0   17   11    6   226.192334    226.192499  -0.000165    6781075.579    -4.944     2.998
   1   18   12    7      0   17   11    7   226.198189    226.198256  -0.000067    6781251.108    -2.013     2.998
   0   16   16    1      1   15   15    1   226.384733    226.384333   0.000400    6786843.556    11.978    29.979
   0   16   16    0      1   15   15    0   226.384733    226.384333   0.000400    6786843.556    11.978    29.979
   1   16   16    1      0   15   15    1   226.466710    226.466484   0.000226    6789301.165     6.765     2.998
   1   16   16    0      0   15   15    0   226.466710    226.466484   0.000226    6789301.165     6.765     2.998
   0   17   14    3      1   16   13    3   226.794027    226.794445  -0.000418    6799113.881   -12.539    29.979
   0   17   14    4      1   16   13    4   226.794027    226.794445  -0.000418    6799113.881   -12.539    29.979
   0   19    5   14      1   18    4   14   226.794027    226.793589   0.000438    6799113.884    13.133    29.979
   0   19    6   14      1   18    5   14   226.820661    226.820538   0.000123    6799912.349     3.680     2.998
   1   17   14    4      0   16   13    4   226.901979    226.901944   0.000035    6802350.201     1.049     2.998
   1   17   14    3      0   16   13    3   226.901979    226.901944   0.000035    6802350.201     1.049     2.998
   1   19    5   14      0   18    4   14   226.953042    226.952888   0.000154    6803881.031     4.610     2.998
   1   19    6   14      0   18    5   14   226.979856    226.979661   0.000195    6804684.895     5.842     2.998
   0   20   10   10      1   19    9   10   227.364456    227.364475  -0.000019    6816214.913    -0.560     2.998
   0   12    5    8      1   11    2   10   227.414208    227.414221  -0.000013    6817706.440    -0.379     2.998
   1   20   10   10      0   19    9   10   227.444373    227.444326   0.000047    6818610.764     1.405     2.998
   0   10    8    2      1    9    3    6   227.591723    227.591770  -0.000047    6823028.206    -1.421     2.998
   1   12    5    8      0   11    2   10   227.684001    227.683963   0.000038    6825794.631     1.125     2.998
   1   10    8    2      0    9    3    6   227.838740    227.838743  -0.000003    6830433.589    -0.098     2.998
   1   19   11    9      1   18   10    8   228.239718    228.239632   0.000086    6842454.607     2.589     2.998
   0   13    7    7      1   12    4    9   228.331453    228.331363   0.000090    6845204.753     2.702     2.998
   0   19    4   15      1   18    3   15   228.402454    228.402358   0.000096    6847333.310     2.890     2.998
   0   19    5   15      1   18    4   15   228.404015    228.404001   0.000014    6847380.107     0.433     2.998
   1   13    7    7      0   12    4    9   228.527527    228.527468   0.000059    6851082.904     1.767     2.998
   0   20    8   12      1   19    7   12   228.541363    228.541267   0.000096    6851497.697     2.879     2.998
   1   19    4   15      0   18    3   15   228.602060    228.602034   0.000026    6853317.347     0.772     2.998
   1   19    5   15      0   18    4   15   228.603702    228.603664   0.000038    6853366.573     1.145     2.998
   1   20    8   12      0   19    7   12   228.645259    228.645198   0.000061    6854612.421     1.827     2.998
   0   19   11    8      1   18   10    8   228.676069    228.676060   0.000009    6855536.081     0.283     2.998
   1   19   11    8      0   18   10    8   228.716214    228.716202   0.000012    6856739.598     0.372     2.998
   0   13    8    6      1   12    5    8   228.791013    228.790950   0.000063    6858982.016     1.881     2.998
   1   13    8    6      0   12    5    8   228.954485    228.954541  -0.000056    6863882.783    -1.678     2.998
   0   13    8    5      0   12    5    8   229.439905    229.439814   0.000091    6878435.308     2.713     2.998
   0   10   10    0      1    9    7    2   229.535514    229.535426   0.000088    6881301.594     2.636     2.998
   0   10   10    1      1    9    7    3   229.551865    229.551797   0.000068    6881791.785     2.027     2.998
   0   19   11    9      1   18   10    9   229.612122    229.612134  -0.000012    6883598.244    -0.368     2.998
   1   19   11    9      0   18   10    9   229.649930    229.649906   0.000024    6884731.699     0.727     2.998
   0   10   10    0      0    9    7    3   229.675967    229.675958   0.000009    6885512.269     0.260     2.998
   0   13    9    5      0   12    6    6   229.750822    229.750688   0.000134    6887756.365     4.029    29.979
   1   10   10    0      0    9    7    2   229.751445    229.751575  -0.000130    6887775.043    -3.904     2.998
   1   13    9    5      1   12    6    6   229.754859    229.754832   0.000027    6887877.392     0.818     2.998
   1   10   10    1      0    9    7    3   229.768027    229.767906   0.000121    6888272.158     3.624     2.998
   0   19    3   16      1   18    2   16   229.798016    229.798013   0.000003    6889171.206     0.085     2.998
   0   19    4   16      1   18    3   16   229.798016    229.798013   0.000003    6889171.206     0.085     2.998
   1   13    9    4      0   12    6    6   229.868621    229.868595   0.000026    6891287.891     0.785     2.998
   0   12    9    4      1   11    6    6   229.894784    229.894754   0.000030    6892072.238     0.886     2.998
   0   12    9    3      0   11    6    6   229.992300    229.992228   0.000072    6894995.694     2.160     2.998
   1   12    9    3      1   11    6    6   229.996814    229.996879  -0.000065    6895131.020    -1.950     2.998
   1   19    4   16      0   18    3   16   230.054686    230.054674   0.000012    6896865.979     0.355     2.998
   1   19    3   16      0   18    2   16   230.054686    230.054674   0.000012    6896865.979     0.355     2.998
   1   12    9    4      0   11    6    6   230.087860    230.087892  -0.000032    6897860.511    -0.957     2.998
   0   13    5    8      1   12    2   10   230.296304    230.296293   0.000011    6904109.504     0.340     2.998
   1   13    5    8      0   12    2   10   230.538675    230.538661   0.000014    6911375.604     0.433     2.998
   0   16    6   10      0   15    5   11   230.638795    230.638732   0.000063    6914377.126     1.885     2.998
   0   18   13    6      1   17   12    6   231.035012    231.034995   0.000017    6926255.413     0.515     2.998
   0   18   13    5      1   17   12    5   231.035012    231.034995   0.000017    6926255.413     0.515     2.998
   0   19    2   17      1   18    1   17   231.070468    231.070461   0.000007    6927318.357     0.218     2.998
   0   19    3   17      1   18    2   17   231.070468    231.070461   0.000007    6927318.357     0.218     2.998
   1   18   13    6      1   17   12    5   231.090309    231.090326  -0.000017    6927913.176    -0.512     2.998
   1   18   13    5      1   17   12    6   231.090309    231.090326  -0.000017    6927913.176    -0.512     2.998
   0   18   13    6      0   17   12    5   231.099358    231.099282   0.000076    6928184.458     2.285     2.998
   0   18   13    5      0   17   12    6   231.099358    231.099282   0.000076    6928184.458     2.285     2.998
   1   18   13    5      0   17   12    5   231.154676    231.154613   0.000063    6929842.850     1.888     2.998
   1   18   13    6      0   17   12    6   231.154676    231.154613   0.000063    6929842.850     1.888     2.998
   0   17   15    2      1   16   14    2   231.245076    231.245149  -0.000073    6932552.973    -2.196     2.998
   0   17   15    3      1   16   14    3   231.245076    231.245149  -0.000073    6932552.973    -2.196     2.998
   1   17   15    3      0   16   14    3   231.338627    231.338662  -0.000035    6935357.562    -1.037     2.998
   1   17   15    2      0   16   14    2   231.338627    231.338662  -0.000035    6935357.562    -1.037     2.998
   1   19    3   17      0   18    2   17   231.407052    231.407088  -0.000036    6937408.892    -1.067     2.998
   1   19    2   17      0   18    1   17   231.407052    231.407088  -0.000036    6937408.892    -1.067     2.998
   1   11    7    5      1   10    2    8   231.640099    231.639647   0.000452    6944395.465    13.559    29.979
   1   16    8    9      1   15    5   10   231.981860    231.981899  -0.000039    6954641.202    -1.161     2.998
   0   16    8    9      0   15    5   10   232.014403    232.014458  -0.000055    6955616.817    -1.649     2.998
   0   11    7    4      1   10    2    8   232.098133    232.098127   0.000006    6958126.979     0.169     2.998
   0   19    2   18      1   18    1   18   232.265907    232.265878   0.000029    6963156.717     0.870     2.998
   0   19    1   18      1   18    0   18   232.265907    232.265878   0.000029    6963156.717     0.870     2.998
   1   11    7    4      0   10    2    8   232.315907    232.315942  -0.000035    6964655.679    -1.043     2.998
   1   13    7    6      1   12    4    9   232.662010    232.661932   0.000078    6975031.586     2.335     2.998
   0   13    7    6      0   12    4    9   232.703856    232.703893  -0.000037    6976286.098    -1.117     2.998
   1   19    2   18      0   18    1   18   232.715296    232.715228   0.000068    6976629.060     2.053     2.998
   1   19    1   18      0   18    0   18   232.715296    232.715228   0.000068    6976629.060     2.053     2.998
   0   14    9    5      1   13    6    7   232.761141    232.761223  -0.000082    6978003.459    -2.460     2.998
   1   14    9    6      1   13    6    7   232.902712    232.902715  -0.000003    6982247.651    -0.088     2.998
   0   14    6    8      1   13    3   10   233.018226    233.018214   0.000012    6985710.673     0.346     2.998
   1   14    9    5      0   13    6    7   233.034996    233.034973   0.000023    6986213.425     0.703     2.998
   1   14    6    8      0   13    3   10   233.230185    233.230187  -0.000002    6992065.044    -0.050     2.998
   1   15    4   11      1   14    3   12   233.364622    233.364600   0.000022    6996095.364     0.660     2.998
   0   15    4   11      0   14    3   12   233.406596    233.406600  -0.000004    6997353.713    -0.112     2.998
   1   15    5   11      1   14    2   12   233.500528    233.500445   0.000083    7000169.723     2.495     2.998
   0   15    5   11      0   14    2   12   233.543039    233.542976   0.000063    7001444.171     1.902     2.998
   0   20    9   12      1   19    8   12   233.702359    233.702309   0.000050    7006220.465     1.513     2.998
   1   20    9   12      0   19    8   12   233.785675    233.785716  -0.000041    7008718.215    -1.241     2.998
   0   20    7   13      1   19    6   13   233.915738    233.915693   0.000045    7012617.406     1.339     2.998
   1   20    7   13      0   19    6   13   234.022497    234.022458   0.000039    7015817.960     1.177     2.998
   1   17    7   10      1   16    6   11   234.115317    234.115425  -0.000108    7018600.634    -3.245     2.998
   0   17    7   10      0   16    6   11   234.125003    234.125132  -0.000129    7018891.013    -3.860     2.998
   0   19   12    7      1   18   11    7   234.655396    234.655137   0.000259    7034791.795     7.765     2.998
   0   19   12    8      1   18   11    8   234.665396    234.665333   0.000063    7035091.587     1.881     2.998
   0   20   10   11      1   19    9   11   234.671641    234.671667  -0.000026    7035278.808    -0.790     2.998
   1   19   12    8      1   18   11    7   234.725709    234.725752  -0.000043    7036899.726    -1.285     2.998
   1   20   10   11      0   19    9   11   234.734164    234.734167  -0.000003    7037153.200    -0.098     2.998
   1   19   12    7      1   18   11    8   234.738578    234.738491   0.000087    7037285.529     2.622     2.998
   0   19   12    8      0   18   11    7   234.812583    234.812588  -0.000005    7039504.143    -0.144     2.998
   0   19   12    7      0   18   11    8   234.825244    234.825081   0.000163    7039883.710     4.878     2.998
   1   19   12    7      0   18   11    7   234.885633    234.885745  -0.000112    7041694.127    -3.361     2.998
   1   19   12    8      0   18   11    8   234.895604    234.895696  -0.000092    7041993.050    -2.763     2.998
   1   20   11   10      1   19   10    9   234.939416    234.939508  -0.000092    7043306.500    -2.743     2.998
   0   20    8   13      1   19    7   13   234.971814    234.971814   0.000000    7044277.768     0.003     2.998
   1   20    8   13      0   19    7   13   235.073637    235.073607   0.000030    7047330.345     0.894     2.998
   0   21   10   11      1   20    9   11   235.164654    235.164634   0.000020    7050058.966     0.602     2.998
   1   21   10   11      0   20    9   11   235.245584    235.245706  -0.000122    7052485.186    -3.670     2.998
   0   15    7    8      1   14    4   10   235.358912    235.358872   0.000040    7055882.674     1.189     2.998
   0   17   16    2      1   16   15    2   235.500076    235.499846   0.000230    7060114.664     6.909     2.998
   0   17   16    1      1   16   15    1   235.500076    235.499846   0.000230    7060114.664     6.909     2.998
   1   15    7    8      0   14    4   10   235.540367    235.540329   0.000038    7061322.558     1.128     2.998
   1   17   16    2      0   16   15    2   235.580472    235.580632  -0.000160    7062524.876    -4.786     2.998
   1   17   16    1      0   16   15    1   235.580472    235.580632  -0.000160    7062524.876    -4.786     2.998
   0   21    9   12      1   20    8   12   235.673507    235.673449   0.000058    7065313.995     1.732     2.998
   0   18    8   10      0   17    7   11   235.683682    235.683682   0.000000    7065619.034    -0.008     2.998
   0   18   14    4      1   17   13    4   235.755184    235.755163   0.000021    7067762.610     0.638     2.998
   0   18   14    5      1   17   13    5   235.755184    235.755163   0.000021    7067762.610     0.638     2.998
   1   21    9   12      0   20    8   12   235.766033    235.765851   0.000182    7068087.855     5.459     2.998
   1   18   14    5      0   17   13    5   235.860298    235.860214   0.000084    7070913.848     2.525     2.998
   1   18   14    4      0   17   13    4   235.860298    235.860214   0.000084    7070913.848     2.525     2.998
   1   15    9    7      1   14    6    8   236.015930    236.015823   0.000107    7075579.578     3.213     2.998
   0   20   11    9      1   19   10    9   236.154732    236.154725   0.000007    7079740.757     0.205     2.998
   1   20   11    9      0   19   10    9   236.198391    236.198420  -0.000029    7081049.621    -0.875     2.998
   0   15    9    6      1   14    6    8   236.503189    236.503271  -0.000082    7090187.236    -2.447     2.998
   0   13    6    8      1   12    3   10   236.583202    236.583057   0.000145    7092585.965     4.337     2.998
   1   15    9    6      0   14    6    8   236.636477    236.636403   0.000074    7094183.109     2.213     2.998
   0   20    6   14      1   19    5   14   236.803242    236.803115   0.000127    7099182.598     3.817     2.998
   1   13    6    8      0   12    3   10   236.813158    236.813095   0.000063    7099479.872     1.887     2.998
   1   20    6   14      0   19    5   14   236.926929    236.926895   0.000034    7102890.641     1.033     2.998
   0   20    7   14      1   19    6   14   236.926929    236.926895   0.000034    7102890.641     1.033     2.998
   1   20    7   14      0   19    6   14   237.049962    237.049966  -0.000004    7106579.078    -0.134     2.998
   1   19    9   10      1   18    8   11   237.530187    237.530085   0.000102    7120975.861     3.056     2.998
   0   11    8    3      1   10    3    7   237.863203    237.863127   0.000076    7130959.430     2.282     2.998
   0   11   10    1      1   10    7    3   237.871360    237.871339   0.000021    7131203.970     0.638     2.998
   0   11   10    2      1   10    7    4   237.932352    237.932308   0.000044    7133032.464     1.319     2.998
   1   11    8    4      1   10    3    7   237.959904    237.959219   0.000685    7133858.453    20.546    29.979
   0   11   10    2      0   10    7    3   238.041231    238.041163   0.000068    7136296.575     2.040     2.998
   1   11    8    3      0   10    3    7   238.106456    238.106393   0.000063    7138251.971     1.894     2.998
   1   11   10    1      0   10    7    3   238.132037    238.131950   0.000087    7139018.870     2.602     2.998
   1   11   10    2      0   10    7    4   238.192714    238.192720  -0.000006    7140837.921    -0.178     2.998
   0   20   11   10      1   19   10   10   238.346373    238.346429  -0.000056    7145444.502    -1.668     2.998
   1   20   11   10      0   19   10   10   238.384603    238.384676  -0.000073    7146590.608    -2.189     2.998
   0   13    9    5      1   12    6    7   238.716399    238.716338   0.000061    7156537.602     1.837     2.998
   0   20    5   15      1   19    4   15   238.734618    238.734608   0.000010    7157083.794     0.297     2.998
   0   20    6   15      1   19    5   15   238.744475    238.744374   0.000101    7157379.299     3.020     2.998
   0   13    9    4      0   12    6    7   238.824097    238.824039   0.000058    7159766.307     1.746     2.998
   1   13    9    4      1   12    6    7   238.834349    238.834245   0.000104    7160073.654     3.120     2.998
   1   20    5   15      0   19    4   15   238.888656    238.888666  -0.000010    7161701.737    -0.301     2.998
   1   20    6   15      0   19    5   15   238.898376    238.898362   0.000014    7161993.135     0.408     2.998
