Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   0   13    6    8      1   12    5    8   155.372218    155.372217   0.000001    4657941.914     0.030     1.499
   0   13    6    8      1   12    5    8   155.372340    155.372217   0.000123    4657945.571     3.688     2.998
   1   13    4    9      0   12    3    9   155.498647    155.498648  -0.000001    4661732.160    -0.031     1.499
   1   13    4    9      0   12    3    9   155.498739    155.498648   0.000091    4661734.918     2.727     2.998
   1   13    6    8      0   12    5    8   155.569285    155.569278   0.000007    4663849.834     0.197     1.499
   1   13    6    8      0   12    5    8   155.569335    155.569278   0.000057    4663851.333     1.696     2.998
   0   10    6    4      1    9    3    6   155.621207    155.621231  -0.000024    4665406.416    -0.708     1.499
   0   10    6    4      1    9    3    6   155.621229    155.621231  -0.000002    4665407.076    -0.048     2.998
   1    9    7    2      0    9    2    8   155.850433    155.850412   0.000021    4672278.439     0.625    29.979
   1   10    6    4      0    9    3    6   155.853621    155.853676  -0.000055    4672374.013    -1.661    29.979
   1   10    6    4      0    9    3    6   155.853673    155.853676  -0.000003    4672375.572    -0.102     1.499
   1   10    4    7      1    9    1    8   155.927824    155.927766   0.000058    4674598.563     1.734     2.998
   0   10    4    7      0    9    1    8   155.961766    155.961711   0.000055    4675616.118     1.652     2.998
   0   13    5    9      1   12    4    9   155.993889    155.993892  -0.000003    4676579.142    -0.079     1.499
   0   13    5    9      1   12    4    9   155.994027    155.993892   0.000135    4676583.279     4.058     2.998
   1   13    5    9      0   12    4    9   156.218881    156.218864   0.000017    4683324.232     0.519     1.499
   1   13    5    9      0   12    4    9   156.218968    156.218864   0.000104    4683326.840     3.127     2.998
   0   19    8   11      1   18    9    9   156.533276    156.533116   0.000160    4692749.557     4.796     2.998
   1   19    8   11      0   18    9    9   156.635621    156.635728  -0.000107    4695817.783    -3.221     2.998
   0   13    7    7      1   12    6    7   156.924534    156.924529   0.000005    4704479.177     0.158     1.499
   0   13    7    7      1   12    6    7   156.924626    156.924529   0.000097    4704481.935     2.916     2.998
   0   12    9    3      1   11    8    3   157.022552    157.022540   0.000012    4707417.683     0.365     1.499
   0   12    9    3      1   11    8    3   157.022647    157.022540   0.000107    4707420.531     3.214     2.998
   0   12    9    4      1   11    8    4   157.036544    157.036545  -0.000001    4707837.152    -0.038     1.499
   0   12    9    4      1   11    8    4   157.036647    157.036545   0.000102    4707840.240     3.050     2.998
   1   13    7    7      0   12    6    7   157.091924    157.091930  -0.000006    4709497.403    -0.169     1.499
   1   13    7    7      0   12    6    7   157.091978    157.091930   0.000048    4709499.022     1.450     2.998
   1   12    9    4      1   11    8    3   157.117965    157.118204  -0.000239    4710278.092    -7.159     2.998
   0   12    9    4      0   11    8    3   157.132620    157.132637  -0.000017    4710717.438    -0.511     1.499
   0   12    9    4      0   11    8    3   157.132693    157.132637   0.000056    4710719.627     1.677     2.998
   1   12    9    3      1   11    8    4   157.138638    157.138670  -0.000032    4710897.853    -0.955     1.499
   1   12    9    3      1   11    8    4   157.138643    157.138670  -0.000027    4710898.003    -0.805     2.998
   0   12    9    3      0   11    8    4   157.152837    157.153038  -0.000201    4711323.529    -6.013     2.998
   0   13    3   10      1   12    2   10   157.197287    157.197300  -0.000013    4712656.106    -0.387     2.998
   0   13    3   10      1   12    2   10   157.197314    157.197300   0.000014    4712656.916     0.422     1.499
   0   20    4   16      1   20    3   18   157.225268    157.225517  -0.000249    4713494.955    -7.470     2.998
   1   12    9    3      0   11    8    3   157.234788    157.234762   0.000026    4713780.358     0.790     1.499
   1   12    9    3      0   11    8    3   157.234819    157.234762   0.000057    4713781.287     1.720     2.998
   1   12    9    4      0   11    8    4   157.248707    157.248702   0.000005    4714197.639     0.163     1.499
   1   12    9    4      0   11    8    4   157.248756    157.248702   0.000054    4714199.108     1.632     2.998
   0   13    4   10      1   12    3   10   157.258726    157.258703   0.000023    4714498.001     0.690     1.499
   0   13    4   10      1   12    3   10   157.258797    157.258703   0.000094    4714500.129     2.818     2.998
   1   13    3   10      0   12    2   10   157.456499    157.456502  -0.000003    4720427.086    -0.096     1.499
   1   13    3   10      0   12    2   10   157.456503    157.456502   0.000001    4720427.206     0.024     2.998
   1   13    4   10      0   12    3   10   157.517558    157.517561  -0.000003    4722257.589    -0.075     1.499
   1   13    4   10      0   12    3   10   157.517591    157.517561   0.000030    4722258.578     0.914     2.998
   0   16    7   10      0   15    6    9   157.537053    157.537063  -0.000010    4722842.034    -0.305     2.998
   0   19    4   16      0   18    3   15   157.625559    157.625797  -0.000238    4725495.378    -7.149     2.998
   0   19    3   16      0   18    4   15   157.625559    157.625797  -0.000238    4725495.378    -7.149     2.998
   1   19    4   16      1   18    3   15   157.625626    157.625390   0.000236    4725497.386     7.070     2.998
   1   19    3   16      1   18    4   15   157.625626    157.625390   0.000236    4725497.386     7.070     2.998
   0   11   11    0      1   10   10    0   157.941530    157.941555  -0.000025    4734967.950    -0.737     1.499
   0   11   11    1      1   10   10    1   157.941530    157.941555  -0.000025    4734967.950    -0.737     1.499
   0   11   11    0      1   10   10    0   157.941530    157.941555  -0.000024    4734967.953    -0.734     2.998
   0   11   11    1      1   10   10    1   157.941530    157.941555  -0.000024    4734967.953    -0.734     2.998
   1   11   11    0      1   10   10    1   158.022613    158.022674  -0.000061    4737398.757    -1.814     1.499
   1   11   11    1      1   10   10    0   158.022613    158.022674  -0.000061    4737398.757    -1.814     1.499
   0   11   11    1      0   10   10    0   158.033545    158.033503   0.000042    4737726.490     1.266     1.499
   0   11   11    0      0   10   10    1   158.033545    158.033503   0.000042    4737726.490     1.266     1.499
   1   11   11    1      0   10   10    1   158.114629    158.114622   0.000007    4740157.327     0.220     1.499
   1   11   11    0      0   10   10    0   158.114629    158.114622   0.000007    4740157.327     0.220     1.499
   1   11   11    1      0   10   10    1   158.114647    158.114622   0.000025    4740157.867     0.759     2.998
   1   11   11    0      0   10   10    0   158.114647    158.114622   0.000025    4740157.867     0.759     2.998
   0   16   12    4      0   16    9    7   158.217642    158.217803  -0.000161    4743245.579    -4.822     2.998
   0   13    2   11      1   12    1   11   158.381494    158.381461   0.000033    4748157.739     0.992     1.499
   0   13    2   11      1   12    1   11   158.381598    158.381461   0.000137    4748160.857     4.110     2.998
   0   13    3   11      1   12    2   11   158.384415    158.384418  -0.000003    4748245.308    -0.081     2.998
   0   13    3   11      1   12    2   11   158.384422    158.384418   0.000004    4748245.518     0.129     1.499
   1   13    2   11      0   12    1   11   158.686150    158.686134   0.000016    4757291.096     0.480     2.998
   1   13    2   11      0   12    1   11   158.686158    158.686134   0.000024    4757291.336     0.719     1.499
   1   13    3   11      0   12    2   11   158.689012    158.689071  -0.000059    4757376.897    -1.775     1.499
   1   13    3   11      0   12    2   11   158.689038    158.689071  -0.000033    4757377.676    -0.996     2.998
   1   21   10   11      0   20   11    9   158.964976    158.965098  -0.000122    4765650.089    -3.651     2.998
   0   13    2   12      1   12    1   12   159.312080    159.312079   0.000001    4776056.005     0.032     1.499
   0   13    1   12      1   12    0   12   159.312080    159.312079   0.000001    4776056.005     0.032     1.499
   0   13    1   12      1   12    0   12   159.312082    159.312079   0.000003    4776056.065     0.092     2.998
   0   13    2   12      1   12    1   12   159.312082    159.312079   0.000003    4776056.065     0.092     2.998
   1   13    8    6      1   12    7    5   159.367305    159.367236   0.000069    4777711.609     2.073     2.998
   0   13    8    6      0   12    7    5   159.388280    159.388278   0.000002    4778340.424     0.054     2.998
   0    7    5    2      1    6    0    6   159.612135    159.612189  -0.000054    4785051.428    -1.609     2.998
   1   13    2   12      0   12    1   12   159.678627    159.678646  -0.000019    4787044.808    -0.555     1.499
   1   13    1   12      0   12    0   12   159.678627    159.678646  -0.000019    4787044.808    -0.555     1.499
   1   13    2   12      0   12    1   12   159.678734    159.678646   0.000088    4787048.016     2.653     2.998
   1   13    1   12      0   12    0   12   159.678734    159.678646   0.000088    4787048.016     2.653     2.998
   1   16   12    4      0   16    9    8   159.798820    159.798891  -0.000071    4790648.103    -2.117     2.998
   0   18    5   13      0   17    6   12   159.832666    159.832665   0.000001    4791662.781     0.017     2.998
   0   13    8    5      1   12    7    5   159.852535    159.852509   0.000026    4792258.439     0.768     1.499
   0   13    8    5      1   12    7    5   159.852567    159.852509   0.000058    4792259.398     1.727     2.998
   0   20    9   11      1   19   10    9   159.874104    159.874117  -0.000013    4792905.061    -0.375     2.998
   1    7    5    2      0    6    0    6   159.899942    159.899995  -0.000053    4793679.665    -1.595     2.998
   0   10    5    5      1    9    2    7   159.929606    159.929572   0.000034    4794568.969     1.013     2.998
   0   14    6    8      1   13    5    8   159.936061    159.936056   0.000005    4794762.485     0.146     1.499
   0   14    6    8      1   13    5    8   159.936130    159.936056   0.000074    4794764.554     2.215     2.998
   1   13    8    5      0   12    7    5   159.987778    159.987794  -0.000016    4796312.922    -0.467     1.499
   1   13    8    5      0   12    7    5   159.987826    159.987794   0.000032    4796314.361     0.972     2.998
   0   20    3   18      0   19    2   17   160.123104    160.123252  -0.000148    4800369.893    -4.429     2.998
   0   20    2   18      0   19    3   17   160.123104    160.123252  -0.000148    4800369.893    -4.429     2.998
   1   20    3   18      1   19    2   17   160.126190    160.125914   0.000276    4800462.409     8.282     2.998
